timestamp,norm_pos_x,norm_pos_y,confidence,diameter_3d_mm,participant,recording
0.525,0.26172,0.35854,0.924,3.2831,demo_p01,demo_rec_01
0.5333,0.26422,0.37765,0.885,3.3104,demo_p01,demo_rec_01
0.5417,0.26587,0.39083,0.962,3.2639,demo_p01,demo_rec_01
0.55,0.24303,0.39414,0.853,3.1985,demo_p01,demo_rec_01
0.5583,0.24075,0.43874,0.9,3.1957,demo_p01,demo_rec_01
0.5667,0.26716,0.42212,0.891,3.1932,demo_p01,demo_rec_01
0.575,0.24617,0.38076,0.918,3.1771,demo_p01,demo_rec_01
0.5833,0.22449,0.40695,0.934,3.2718,demo_p01,demo_rec_01
0.5917,0.22733,0.39186,0.87,3.3235,demo_p01,demo_rec_01
0.6,0.23161,0.39431,0.956,3.2674,demo_p01,demo_rec_01
0.6083,0.25994,0.40371,0.923,3.156,demo_p01,demo_rec_01
0.6167,0.25285,0.41238,0.825,3.2603,demo_p01,demo_rec_01
0.625,0.26381,0.39321,0.822,3.2626,demo_p01,demo_rec_01
0.6333,0.24145,0.42128,0.919,3.3764,demo_p01,demo_rec_01
0.6417,0.25317,0.37716,0.909,3.1996,demo_p01,demo_rec_01
0.65,0.26251,0.40013,0.915,3.2538,demo_p01,demo_rec_01
0.6583,0.24381,0.45195,0.919,3.3594,demo_p01,demo_rec_01
0.6667,0.25914,0.40446,0.931,3.2975,demo_p01,demo_rec_01
0.675,0.23676,0.42866,0.967,3.304,demo_p01,demo_rec_01
0.6833,0.24274,0.40183,0.864,3.2824,demo_p01,demo_rec_01
0.6917,0.24237,0.41162,0.861,3.294,demo_p01,demo_rec_01
0.7,0.22608,0.39886,0.865,3.3173,demo_p01,demo_rec_01
0.7083,0.25974,0.39659,0.934,3.2387,demo_p01,demo_rec_01
0.7167,0.24061,0.38441,0.982,3.3239,demo_p01,demo_rec_01
0.725,0.25025,0.40861,0.898,3.2122,demo_p01,demo_rec_01
0.7333,0.25961,0.38297,0.795,3.2981,demo_p01,demo_rec_01
0.7417,0.25893,0.41331,0.835,3.2915,demo_p01,demo_rec_01
0.75,0.26331,0.42171,0.878,3.2525,demo_p01,demo_rec_01
0.7583,0.24803,0.40733,0.892,3.283,demo_p01,demo_rec_01
0.7667,0.24153,0.39428,0.9,3.2538,demo_p01,demo_rec_01
0.775,0.24841,0.40908,0.922,3.2322,demo_p01,demo_rec_01
0.7833,0.21625,0.39383,0.904,3.2689,demo_p01,demo_rec_01
0.7917,0.22106,0.41871,0.972,3.2322,demo_p01,demo_rec_01
0.8,0.22355,0.36337,0.886,3.3043,demo_p01,demo_rec_01
0.8083,0.23006,0.39329,0.877,3.2315,demo_p01,demo_rec_01
0.8167,0.258,0.36018,0.944,3.3253,demo_p01,demo_rec_01
0.825,0.23189,0.3701,0.843,3.2315,demo_p01,demo_rec_01
0.8333,0.24244,0.42728,0.939,3.263,demo_p01,demo_rec_01
0.8417,0.27598,0.4179,0.925,3.2609,demo_p01,demo_rec_01
0.85,0.24287,0.38561,0.913,3.3591,demo_p01,demo_rec_01
0.8583,0.26475,0.36995,0.999,3.3101,demo_p01,demo_rec_01
0.8667,0.23133,0.34071,0.889,3.2838,demo_p01,demo_rec_01
0.875,0.24589,0.38913,1.0,3.3201,demo_p01,demo_rec_01
0.8833,0.231,0.44841,0.909,3.1906,demo_p01,demo_rec_01
0.8917,0.24322,0.4087,0.856,3.2945,demo_p01,demo_rec_01
0.9,0.26681,0.38881,0.923,3.3973,demo_p01,demo_rec_01
0.9083,0.21545,0.4093,0.866,3.3048,demo_p01,demo_rec_01
0.9167,0.25869,0.36878,0.882,3.3023,demo_p01,demo_rec_01
0.925,0.25475,0.39405,0.94,3.327,demo_p01,demo_rec_01
0.9333,0.23812,0.40199,0.948,3.3451,demo_p01,demo_rec_01
0.9417,0.22108,0.39828,0.889,3.2012,demo_p01,demo_rec_01
0.95,0.25144,0.41582,0.969,3.2177,demo_p01,demo_rec_01
0.9583,0.23941,0.40689,0.978,3.3131,demo_p01,demo_rec_01
0.9667,0.25465,0.41337,0.992,3.2675,demo_p01,demo_rec_01
0.975,0.25044,0.38623,0.946,3.3696,demo_p01,demo_rec_01
0.9833,0.28204,0.41796,0.988,3.2889,demo_p01,demo_rec_01
0.9917,0.24521,0.43258,0.826,3.2086,demo_p01,demo_rec_01
1.0,0.22953,0.3806,0.904,3.2427,demo_p01,demo_rec_01
1.0083,0.25359,0.38225,0.877,3.1693,demo_p01,demo_rec_01
1.0167,0.2544,0.42672,0.926,3.2957,demo_p01,demo_rec_01
1.025,0.27718,0.39617,0.891,3.2987,demo_p01,demo_rec_01
1.0333,0.2667,0.42808,0.912,3.2876,demo_p01,demo_rec_01
1.0417,0.25714,0.39115,1.0,3.3634,demo_p01,demo_rec_01
1.05,0.27927,0.4291,0.912,3.3701,demo_p01,demo_rec_01
1.0583,0.22622,0.40263,0.941,3.3023,demo_p01,demo_rec_01
1.0667,0.2372,0.40516,0.908,3.2047,demo_p01,demo_rec_01
1.075,0.23147,0.43129,0.924,3.343,demo_p01,demo_rec_01
1.0833,0.2422,0.39276,0.92,3.3405,demo_p01,demo_rec_01
1.0917,0.22247,0.38118,0.942,3.3289,demo_p01,demo_rec_01
1.1,0.2627,0.39103,0.978,3.3631,demo_p01,demo_rec_01
1.1083,0.24556,0.40905,1.0,3.2565,demo_p01,demo_rec_01
1.1167,0.22058,0.36868,0.935,3.4158,demo_p01,demo_rec_01
1.125,0.22969,0.41275,0.949,3.268,demo_p01,demo_rec_01
1.1333,0.25627,0.38922,0.862,3.354,demo_p01,demo_rec_01
1.1417,0.26676,0.42296,0.916,3.2328,demo_p01,demo_rec_01
1.15,0.28993,0.35211,0.967,3.2713,demo_p01,demo_rec_01
1.1583,0.30828,0.38427,0.963,3.3942,demo_p01,demo_rec_01
1.1667,0.25829,0.36627,0.931,3.306,demo_p01,demo_rec_01
1.175,0.23021,0.38348,0.964,3.3616,demo_p01,demo_rec_01
1.1833,0.20736,0.40495,0.945,3.332,demo_p01,demo_rec_01
1.1917,0.25535,0.39642,0.98,3.3155,demo_p01,demo_rec_01
1.2,0.23374,0.39493,0.934,3.3895,demo_p01,demo_rec_01
1.2083,0.24169,0.39682,0.902,3.3101,demo_p01,demo_rec_01
1.2167,0.23776,0.40407,0.937,3.2335,demo_p01,demo_rec_01
1.225,0.24718,0.37983,0.773,3.2829,demo_p01,demo_rec_01
1.2333,0.27132,0.41414,0.939,3.3512,demo_p01,demo_rec_01
1.2417,0.25314,0.41325,0.738,3.3439,demo_p01,demo_rec_01
1.25,0.24683,0.4077,0.834,3.2464,demo_p01,demo_rec_01
1.2583,0.22929,0.41113,0.943,3.289,demo_p01,demo_rec_01
1.2667,0.21651,0.40593,0.944,3.2967,demo_p01,demo_rec_01
1.275,0.24027,0.4407,0.862,3.3081,demo_p01,demo_rec_01
1.2833,0.24892,0.39826,0.884,3.2581,demo_p01,demo_rec_01
1.2917,0.28536,0.39386,0.989,3.296,demo_p01,demo_rec_01
1.3,0.25261,0.38493,0.896,3.2915,demo_p01,demo_rec_01
1.3083,0.26965,0.37935,1.0,3.367,demo_p01,demo_rec_01
1.3167,0.24001,0.37511,0.92,3.3694,demo_p01,demo_rec_01
1.325,0.2263,0.38222,0.94,3.3221,demo_p01,demo_rec_01
1.3333,0.2307,0.39859,1.0,3.3103,demo_p01,demo_rec_01
1.3417,0.2355,0.40669,0.927,3.3374,demo_p01,demo_rec_01
1.35,0.29257,0.40102,0.87,3.29,demo_p01,demo_rec_01
1.3583,0.23357,0.38469,0.915,3.274,demo_p01,demo_rec_01
1.3667,0.26677,0.418,0.918,3.2848,demo_p01,demo_rec_01
1.375,0.23194,0.41479,0.852,3.3005,demo_p01,demo_rec_01
1.3833,0.26863,0.39681,0.907,3.2746,demo_p01,demo_rec_01
1.3917,0.2577,0.38694,0.883,3.3413,demo_p01,demo_rec_01
1.4,0.24687,0.41097,0.966,3.3701,demo_p01,demo_rec_01
1.4083,0.24918,0.40376,0.922,3.2547,demo_p01,demo_rec_01
1.4167,0.2369,0.37104,0.906,3.3358,demo_p01,demo_rec_01
1.425,0.25892,0.39864,0.915,3.324,demo_p01,demo_rec_01
1.4333,0.2409,0.40524,0.931,3.3525,demo_p01,demo_rec_01
1.4417,0.22549,0.38201,0.951,3.3352,demo_p01,demo_rec_01
1.45,0.22444,0.4038,0.87,3.2635,demo_p01,demo_rec_01
1.4583,0.25345,0.3709,0.868,3.2735,demo_p01,demo_rec_01
1.4667,0.28158,0.42672,0.975,3.3385,demo_p01,demo_rec_01
1.475,0.2532,0.42496,0.899,3.3889,demo_p01,demo_rec_01
1.4833,0.24763,0.39495,0.849,3.2271,demo_p01,demo_rec_01
1.4917,0.25572,0.40727,0.942,3.3555,demo_p01,demo_rec_01
1.5,0.27612,0.3518,0.943,3.3981,demo_p01,demo_rec_01
1.5083,0.25439,0.37687,0.843,3.3313,demo_p01,demo_rec_01
1.5167,0.24178,0.39412,0.931,3.3668,demo_p01,demo_rec_01
1.525,0.27213,0.37856,0.957,3.3045,demo_p01,demo_rec_01
1.5333,0.25858,0.41429,0.939,3.3341,demo_p01,demo_rec_01
1.5417,0.28072,0.43995,0.952,3.2593,demo_p01,demo_rec_01
1.55,0.25366,0.37647,0.85,3.2235,demo_p01,demo_rec_01
1.5583,0.22551,0.38325,0.937,3.3882,demo_p01,demo_rec_01
1.5667,0.22264,0.40471,0.905,3.2921,demo_p01,demo_rec_01
1.575,0.28302,0.43222,0.896,3.3189,demo_p01,demo_rec_01
1.5833,0.28447,0.37555,0.964,3.2727,demo_p01,demo_rec_01
1.5917,0.24641,0.40498,0.994,3.2719,demo_p01,demo_rec_01
1.6,0.24234,0.43643,1.0,3.334,demo_p01,demo_rec_01
1.6083,0.27923,0.36696,0.986,3.3065,demo_p01,demo_rec_01
1.6167,0.22786,0.37438,0.915,3.3622,demo_p01,demo_rec_01
1.625,0.23211,0.39153,0.938,3.3662,demo_p01,demo_rec_01
1.6333,0.26287,0.38959,0.958,3.3599,demo_p01,demo_rec_01
1.6417,0.24211,0.41625,0.926,3.356,demo_p01,demo_rec_01
1.65,0.2499,0.40483,0.927,3.4233,demo_p01,demo_rec_01
1.6583,0.24673,0.3645,0.961,3.2913,demo_p01,demo_rec_01
1.6667,0.25,0.4,0.917,3.3421,demo_p01,demo_rec_01
1.675,0.25505,0.40152,0.884,3.4018,demo_p01,demo_rec_01
1.6833,0.2601,0.40303,0.899,3.4086,demo_p01,demo_rec_01
1.6917,0.26515,0.40455,0.952,3.2745,demo_p01,demo_rec_01
1.7,0.2702,0.40606,0.92,3.3302,demo_p01,demo_rec_01
1.7083,0.27525,0.40758,0.937,3.414,demo_p01,demo_rec_01
1.7167,0.2803,0.40909,0.954,3.3717,demo_p01,demo_rec_01
1.725,0.28535,0.41061,0.901,3.3563,demo_p01,demo_rec_01
1.7333,0.2904,0.41212,0.958,3.3358,demo_p01,demo_rec_01
1.7417,0.29545,0.41364,0.939,3.3277,demo_p01,demo_rec_01
1.75,0.30051,0.41515,0.858,3.3615,demo_p01,demo_rec_01
1.7583,0.30556,0.41667,0.992,3.3347,demo_p01,demo_rec_01
1.7667,0.31061,0.41818,0.895,3.3454,demo_p01,demo_rec_01
1.775,0.31566,0.4197,0.837,3.3516,demo_p01,demo_rec_01
1.7833,0.32071,0.42121,0.868,3.3139,demo_p01,demo_rec_01
1.7917,0.32576,0.42273,0.869,3.3746,demo_p01,demo_rec_01
1.8,0.33081,0.42424,0.923,3.4939,demo_p01,demo_rec_01
1.8083,0.33586,0.42576,0.906,3.2595,demo_p01,demo_rec_01
1.8167,0.34091,0.42727,0.903,3.3646,demo_p01,demo_rec_01
1.825,0.34596,0.42879,0.951,3.3106,demo_p01,demo_rec_01
1.8333,0.35101,0.4303,0.937,3.3776,demo_p01,demo_rec_01
1.8417,0.35606,0.43182,0.936,3.3512,demo_p01,demo_rec_01
1.85,0.36111,0.43333,0.94,3.3871,demo_p01,demo_rec_01
1.8583,0.36616,0.43485,0.951,3.4078,demo_p01,demo_rec_01
1.8667,0.37121,0.43636,0.815,3.3588,demo_p01,demo_rec_01
1.875,0.37626,0.43788,0.902,3.4059,demo_p01,demo_rec_01
1.8833,0.38131,0.43939,0.811,3.2322,demo_p01,demo_rec_01
1.8917,0.38636,0.44091,0.922,3.429,demo_p01,demo_rec_01
1.9,0.39141,0.44242,0.92,3.3683,demo_p01,demo_rec_01
1.9083,0.39646,0.44394,0.972,3.4035,demo_p01,demo_rec_01
1.9167,0.40152,0.44545,0.979,3.2887,demo_p01,demo_rec_01
1.925,0.40657,0.44697,0.93,3.3082,demo_p01,demo_rec_01
1.9333,0.41162,0.44848,0.895,3.3571,demo_p01,demo_rec_01
1.9417,0.41667,0.45,0.944,3.349,demo_p01,demo_rec_01
1.95,0.42172,0.45152,0.894,3.364,demo_p01,demo_rec_01
1.9583,0.42677,0.45303,0.92,3.4041,demo_p01,demo_rec_01
1.9667,0.43182,0.45455,0.969,3.2617,demo_p01,demo_rec_01
1.975,0.43687,0.45606,0.892,3.3987,demo_p01,demo_rec_01
1.9833,0.44192,0.45758,0.96,3.3504,demo_p01,demo_rec_01
1.9917,0.44697,0.45909,0.954,3.3398,demo_p01,demo_rec_01
2.0,0.45202,0.46061,0.872,3.2764,demo_p01,demo_rec_01
2.0083,0.45707,0.46212,0.969,3.3751,demo_p01,demo_rec_01
2.0167,0.46212,0.46364,0.955,3.2293,demo_p01,demo_rec_01
2.025,0.46717,0.46515,0.925,3.3824,demo_p01,demo_rec_01
2.0333,0.47222,0.46667,0.882,3.2753,demo_p01,demo_rec_01
2.0417,0.47727,0.46818,0.877,3.3526,demo_p01,demo_rec_01
2.05,0.48232,0.4697,0.893,3.3439,demo_p01,demo_rec_01
2.0583,0.48737,0.47121,0.947,3.4083,demo_p01,demo_rec_01
2.0667,0.49242,0.47273,0.872,3.3409,demo_p01,demo_rec_01
2.075,0.49747,0.47424,0.942,3.315,demo_p01,demo_rec_01
2.0833,0.50253,0.47576,0.858,3.3243,demo_p01,demo_rec_01
2.0917,0.50758,0.47727,0.91,3.4133,demo_p01,demo_rec_01
2.1,0.51263,0.47879,0.925,3.3764,demo_p01,demo_rec_01
2.1083,0.51768,0.4803,1.0,3.3302,demo_p01,demo_rec_01
2.1167,0.52273,0.48182,0.851,3.3375,demo_p01,demo_rec_01
2.125,0.52778,0.48333,0.994,3.2709,demo_p01,demo_rec_01
2.1333,0.53283,0.48485,0.927,3.3686,demo_p01,demo_rec_01
2.1417,0.53788,0.48636,0.941,3.2611,demo_p01,demo_rec_01
2.15,0.54293,0.48788,0.926,3.3866,demo_p01,demo_rec_01
2.1583,0.54798,0.48939,0.942,3.3553,demo_p01,demo_rec_01
2.1667,0.55303,0.49091,0.912,3.4681,demo_p01,demo_rec_01
2.175,0.55808,0.49242,0.993,3.2936,demo_p01,demo_rec_01
2.1833,0.56313,0.49394,0.897,3.3433,demo_p01,demo_rec_01
2.1917,0.56818,0.49545,0.977,3.4382,demo_p01,demo_rec_01
2.2,0.57323,0.49697,0.888,3.4077,demo_p01,demo_rec_01
2.2083,0.57828,0.49848,0.917,3.3132,demo_p01,demo_rec_01
2.2167,0.58333,0.5,0.866,3.359,demo_p01,demo_rec_01
2.225,0.58838,0.50152,0.943,3.3478,demo_p01,demo_rec_01
2.2333,0.59343,0.50303,0.992,3.3616,demo_p01,demo_rec_01
2.2417,0.59848,0.50455,0.916,3.3124,demo_p01,demo_rec_01
2.25,0.60354,0.50606,0.91,3.3427,demo_p01,demo_rec_01
2.2583,0.60859,0.50758,0.864,3.267,demo_p01,demo_rec_01
2.2667,0.61364,0.50909,0.909,3.3535,demo_p01,demo_rec_01
2.275,0.61869,0.51061,0.84,3.369,demo_p01,demo_rec_01
2.2833,0.62374,0.51212,0.874,3.3349,demo_p01,demo_rec_01
2.2917,0.62879,0.51364,0.931,3.2653,demo_p01,demo_rec_01
2.3,0.63384,0.51515,0.986,3.3953,demo_p01,demo_rec_01
2.3083,0.63889,0.51667,1.0,3.3638,demo_p01,demo_rec_01
2.3167,0.64394,0.51818,0.891,3.3091,demo_p01,demo_rec_01
2.325,0.64899,0.5197,0.992,3.3311,demo_p01,demo_rec_01
2.3333,0.65404,0.52121,0.932,3.2699,demo_p01,demo_rec_01
2.3417,0.65909,0.52273,0.912,3.2934,demo_p01,demo_rec_01
2.35,0.66414,0.52424,0.942,3.3175,demo_p01,demo_rec_01
2.3583,0.66919,0.52576,0.923,3.4055,demo_p01,demo_rec_01
2.3667,0.67424,0.52727,0.926,3.3118,demo_p01,demo_rec_01
2.375,0.67929,0.52879,0.9,3.3756,demo_p01,demo_rec_01
2.3833,0.68434,0.5303,0.85,3.3163,demo_p01,demo_rec_01
2.3917,0.68939,0.53182,0.843,3.3554,demo_p01,demo_rec_01
2.4,0.69444,0.53333,0.953,3.3356,demo_p01,demo_rec_01
2.4083,0.69949,0.53485,0.906,3.386,demo_p01,demo_rec_01
2.4167,0.70455,0.53636,0.89,3.3153,demo_p01,demo_rec_01
2.425,0.7096,0.53788,0.92,3.2631,demo_p01,demo_rec_01
2.4333,0.71465,0.53939,0.96,3.2723,demo_p01,demo_rec_01
2.4417,0.7197,0.54091,0.929,3.3145,demo_p01,demo_rec_01
2.45,0.72475,0.54242,0.887,3.2783,demo_p01,demo_rec_01
2.4583,0.7298,0.54394,0.981,3.3609,demo_p01,demo_rec_01
2.4667,0.73485,0.54545,0.999,3.3167,demo_p01,demo_rec_01
2.475,0.7399,0.54697,0.945,3.4584,demo_p01,demo_rec_01
2.4833,0.74495,0.54848,0.969,3.2524,demo_p01,demo_rec_01
2.4917,0.75,0.55,0.982,3.3491,demo_p01,demo_rec_01
2.5,0.75675,0.56031,0.977,3.2822,demo_p01,demo_rec_01
2.5083,0.77815,0.53845,0.951,3.3135,demo_p01,demo_rec_01
2.5167,0.75181,0.57549,0.95,3.3449,demo_p01,demo_rec_01
2.525,0.76288,0.53745,0.946,3.2212,demo_p01,demo_rec_01
2.5333,0.709,0.53727,0.865,3.3489,demo_p01,demo_rec_01
2.5417,0.74903,0.56082,0.955,3.4318,demo_p01,demo_rec_01
2.55,0.73314,0.56526,0.852,3.3135,demo_p01,demo_rec_01
2.5583,0.72562,0.55896,0.88,3.3488,demo_p01,demo_rec_01
2.5667,0.73244,0.51629,0.985,3.3866,demo_p01,demo_rec_01
2.575,0.74332,0.56076,0.962,3.3268,demo_p01,demo_rec_01
2.5833,0.76832,0.52931,0.994,3.3055,demo_p01,demo_rec_01
2.5917,0.72347,0.55471,0.906,3.2203,demo_p01,demo_rec_01
2.6,0.75061,0.52153,0.862,3.3657,demo_p01,demo_rec_01
2.6083,0.74032,0.55893,0.908,3.3275,demo_p01,demo_rec_01
2.6167,0.74345,0.53387,0.925,3.2821,demo_p01,demo_rec_01
2.625,0.77006,0.52435,0.924,3.3386,demo_p01,demo_rec_01
2.6333,0.76076,0.56428,0.977,3.3026,demo_p01,demo_rec_01
2.6417,0.77675,0.55483,0.902,3.3049,demo_p01,demo_rec_01
2.65,0.74691,0.53772,0.938,3.3612,demo_p01,demo_rec_01
2.6583,0.73608,0.57902,0.871,3.2635,demo_p01,demo_rec_01
2.6667,0.74552,0.54119,0.943,3.3823,demo_p01,demo_rec_01
2.675,0.75485,0.55064,0.92,3.2595,demo_p01,demo_rec_01
2.6833,0.75353,0.55538,0.883,3.2958,demo_p01,demo_rec_01
2.6917,0.72831,0.53761,0.908,3.4246,demo_p01,demo_rec_01
2.7,0.75181,0.55942,0.911,3.3843,demo_p01,demo_rec_01
2.7083,0.75456,0.53933,0.906,3.3323,demo_p01,demo_rec_01
2.7167,0.80035,0.54177,1.0,3.2798,demo_p01,demo_rec_01
2.725,0.78754,0.57725,0.915,3.2999,demo_p01,demo_rec_01
2.7333,0.73294,0.52919,0.908,3.3295,demo_p01,demo_rec_01
2.7417,0.74425,0.50174,0.815,3.3271,demo_p01,demo_rec_01
2.75,0.72073,0.58222,0.875,3.3202,demo_p01,demo_rec_01
2.7583,0.73819,0.60099,0.907,3.3226,demo_p01,demo_rec_01
2.7667,0.75631,0.54189,0.886,3.3129,demo_p01,demo_rec_01
2.775,0.77412,0.51126,0.989,3.251,demo_p01,demo_rec_01
2.7833,0.73542,0.54379,0.912,3.2967,demo_p01,demo_rec_01
2.7917,0.73692,0.54428,0.984,3.3677,demo_p01,demo_rec_01
2.8,0.70705,0.5462,0.923,3.2529,demo_p01,demo_rec_01
2.8083,0.74675,0.52773,0.922,3.3113,demo_p01,demo_rec_01
2.8167,0.72875,0.56159,0.916,3.2792,demo_p01,demo_rec_01
2.825,0.73941,0.56049,0.92,3.3252,demo_p01,demo_rec_01
2.8333,0.73246,0.52011,1.0,3.2996,demo_p01,demo_rec_01
2.8417,0.74811,0.56398,0.804,3.3923,demo_p01,demo_rec_01
2.85,0.71485,0.59105,0.82,3.3431,demo_p01,demo_rec_01
2.8583,0.72066,0.55344,0.893,3.2516,demo_p01,demo_rec_01
2.8667,0.79258,0.54325,0.921,3.3501,demo_p01,demo_rec_01
2.875,0.72425,0.54716,0.955,3.2772,demo_p01,demo_rec_01
2.8833,0.72806,0.56231,0.944,3.2865,demo_p01,demo_rec_01
2.8917,0.78674,0.51539,0.901,3.3304,demo_p01,demo_rec_01
2.9,0.8081,0.55329,0.971,3.2895,demo_p01,demo_rec_01
2.9083,0.72657,0.54219,0.972,3.3581,demo_p01,demo_rec_01
2.9167,0.74264,0.58696,0.929,3.2741,demo_p01,demo_rec_01
2.925,0.75683,0.54652,0.968,3.2812,demo_p01,demo_rec_01
2.9333,0.78457,0.58336,0.934,3.2787,demo_p01,demo_rec_01
2.9417,0.73026,0.52793,0.892,3.2825,demo_p01,demo_rec_01
2.95,0.74509,0.56175,0.955,3.3651,demo_p01,demo_rec_01
2.9583,0.76555,0.55639,0.926,3.3409,demo_p01,demo_rec_01
2.9667,0.7587,0.53262,0.92,3.3943,demo_p01,demo_rec_01
2.975,0.74248,0.55355,0.994,3.4215,demo_p01,demo_rec_01
2.9833,0.74732,0.57425,0.797,3.2559,demo_p01,demo_rec_01
2.9917,0.7225,0.54352,0.849,3.3103,demo_p01,demo_rec_01
3.0,0.74524,0.51616,0.861,3.2473,demo_p01,demo_rec_01
3.0083,0.74467,0.54965,0.902,3.2665,demo_p01,demo_rec_01
3.0167,0.75464,0.53195,0.907,3.2732,demo_p01,demo_rec_01
3.025,0.73889,0.54315,0.845,3.2511,demo_p01,demo_rec_01
3.0333,0.75943,0.54837,0.871,3.2507,demo_p01,demo_rec_01
3.0417,0.77025,0.51589,0.877,3.2953,demo_p01,demo_rec_01
3.05,0.75311,0.51769,1.0,3.241,demo_p01,demo_rec_01
3.0583,0.75704,0.55964,1.0,3.3432,demo_p01,demo_rec_01
3.0667,0.75106,0.53955,0.899,3.2545,demo_p01,demo_rec_01
3.075,0.75,0.49871,0.902,3.4401,demo_p01,demo_rec_01
